,Origen,Destino,Numero de Vuelo,Salida,Llegada
2062,Atlanta [ATL],Dallas Fort Worth Airport (DFW),DL 314,17:40,
2063,New York [JFK],Dallas Fort Worth Airport (DFW),AT 5013,16:29,
2064,New York [JFK],Dallas Fort Worth Airport (DFW),B6 4028,16:29,
2065,New York [JFK],Dallas Fort Worth Airport (DFW),BA 5796,16:29,
2066,New York [JFK],Dallas Fort Worth Airport (DFW),GF 6420,16:29,
2067,New York [JFK],Dallas Fort Worth Airport (DFW),IB 4454,16:29,
2068,New York [JFK],Dallas Fort Worth Airport (DFW),MH 9434,16:29,
2069,New York [JFK],Dallas Fort Worth Airport (DFW),QR 9177,16:29,
2070,San Angelo [SJT],Dallas Fort Worth Airport (DFW),OO 4997,18:27,19:04
2071,Lake Charles [LCH],Dallas Fort Worth Airport (DFW),OO 4965,18:15,19:04
2072,Fresno [FAT],Dallas Fort Worth Airport (DFW),AA 2393,13:51,18:34
2073,Fresno [FAT],Dallas Fort Worth Airport (DFW),QR 7813,13:51,18:34
2074,Fresno [FAT],Dallas Fort Worth Airport (DFW),IB 4758,13:51,18:34
2075,Fresno [FAT],Dallas Fort Worth Airport (DFW),BA 4393,13:51,18:34
2076,Mc Allen [MFE],Dallas Fort Worth Airport (DFW),AA 3829,17:26,19:07
2077,Abilene [ABI],Dallas Fort Worth Airport (DFW),MQ 4187,18:32,19:07
2078,Puerto Vallarta [PVR],Dallas Fort Worth Airport (DFW),AA 1288,15:26,
2079,Puerto Vallarta [PVR],Dallas Fort Worth Airport (DFW),QR 2566,15:26,
2080,Puerto Vallarta [PVR],Dallas Fort Worth Airport (DFW),QF 4452,15:26,
2081,Puerto Vallarta [PVR],Dallas Fort Worth Airport (DFW),BA 5507,15:26,
2082,Myrtle Beach [MYR],Dallas Fort Worth Airport (DFW),AA 3626,16:51,19:09
2083,Columbia [COU],Dallas Fort Worth Airport (DFW),MQ 3583,18:01,19:11
2084,Evansville [EVV],Dallas Fort Worth Airport (DFW),MQ 3331,17:36,19:12
2085,Jacksonville [JAX],Dallas Fort Worth Airport (DFW),AA 2465,17:21,19:13
2086,Wilmington [ILM],Dallas Fort Worth Airport (DFW),AA 3795,16:48,
2087,Montego Bay [MBJ],Dallas Fort Worth Airport (DFW),AA 757,15:06,
2088,Wilmington [ILM],Dallas Fort Worth Airport (DFW),QR 9056,16:48,
2089,College Station [CLL],Dallas Fort Worth Airport (DFW),MQ 3435,18:38,19:15
2090,Liberia [LIR],Dallas Fort Worth Airport (DFW),AA 1436,13:59,
2091,Guadalajara [GDL],Dallas Fort Worth Airport (DFW),AA 154,15:36,
2092,Washington DC [IAD],Dallas Fort Worth Airport (DFW),UA 2116,17:05,
2093,Washington DC [IAD],Dallas Fort Worth Airport (DFW),SK 8788,17:05,
2094,Washington DC [IAD],Dallas Fort Worth Airport (DFW),SN 8831,17:05,
2095,Guadalajara [GDL],Dallas Fort Worth Airport (DFW),BA 4411,15:36,
2096,Guadalajara [GDL],Dallas Fort Worth Airport (DFW),IB 4660,15:36,
2097,Guadalajara [GDL],Dallas Fort Worth Airport (DFW),QF 4484,15:36,
2098,Guadalajara [GDL],Dallas Fort Worth Airport (DFW),QR 7887,15:36,
2099,Tallahassee [TLH],Dallas Fort Worth Airport (DFW),MQ 3892,18:09,19:16
2100,Cancun [CUN],Dallas Fort Worth Airport (DFW),AA 2207,16:10,18:41
2101,Cancun [CUN],Dallas Fort Worth Airport (DFW),QR 2703,16:10,18:41
2102,Cancun [CUN],Dallas Fort Worth Airport (DFW),QF 4346,16:10,18:41
2103,Cancun [CUN],Dallas Fort Worth Airport (DFW),IB 4629,16:10,18:41
2104,Miami [MIA],Dallas Fort Worth Airport (DFW),AA 695,17:40,19:12
2105,Albuquerque [ABQ],Dallas Fort Worth Airport (DFW),AA 9,16:29,19:20
2106,Miami [MIA],Dallas Fort Worth Airport (DFW),AS 6409,17:40,19:12
2107,Miami [MIA],Dallas Fort Worth Airport (DFW),BA 4943,17:40,19:12
2108,Miami [MIA],Dallas Fort Worth Airport (DFW),IB 4472,17:40,19:12
2109,Miami [MIA],Dallas Fort Worth Airport (DFW),QF 4124,17:40,19:12
2110,Miami [MIA],Dallas Fort Worth Airport (DFW),QR 2377,17:40,19:12
2111,Laredo [LRD],Dallas Fort Worth Airport (DFW),MQ 3617,18:23,19:21
2112,Midland [MAF],Dallas Fort Worth Airport (DFW),MQ 3869,18:35,19:22
2113,Tampa [TPA],Dallas Fort Worth Airport (DFW),AA 2504,17:29,19:20
2114,Tampa [TPA],Dallas Fort Worth Airport (DFW),AS 4193,17:29,19:20
2115,Tampa [TPA],Dallas Fort Worth Airport (DFW),GF 6422,17:29,19:20
2116,Tampa [TPA],Dallas Fort Worth Airport (DFW),QF 4838,17:29,19:20
2117,Tampa [TPA],Dallas Fort Worth Airport (DFW),QR 7594,17:29,19:20
2118,Monroe [MLU],Dallas Fort Worth Airport (DFW),MQ 3623,18:29,19:24
2119,Chicago [ORD],Dallas Fort Worth Airport (DFW),AA 2499,16:50,18:54
2120,San Francisco [SFO],Dallas Fort Worth Airport (DFW),AA 2405,13:50,19:00
2121,San Francisco [SFO],Dallas Fort Worth Airport (DFW),QR 7902,13:50,19:00
2122,San Francisco [SFO],Dallas Fort Worth Airport (DFW),QF 3058,13:50,19:00
2123,San Francisco [SFO],Dallas Fort Worth Airport (DFW),JL 7542,13:50,19:00
2124,San Francisco [SFO],Dallas Fort Worth Airport (DFW),IB 4502,13:50,19:00
2125,San Francisco [SFO],Dallas Fort Worth Airport (DFW),GF 6708,13:50,19:00
2126,San Francisco [SFO],Dallas Fort Worth Airport (DFW),BA 5602,13:50,19:00
2127,Chicago [ORD],Dallas Fort Worth Airport (DFW),BA 5177,16:50,
2128,Chicago [ORD],Dallas Fort Worth Airport (DFW),EI 7148,16:50,
2129,Chicago [ORD],Dallas Fort Worth Airport (DFW),GF 4202,16:50,
2130,Chicago [ORD],Dallas Fort Worth Airport (DFW),IB 4138,16:50,
2131,Chicago [ORD],Dallas Fort Worth Airport (DFW),QF 3067,16:50,
2132,Chicago [ORD],Dallas Fort Worth Airport (DFW),QR 2799,16:50,
2133,Fort Wayne [FWA],Dallas Fort Worth Airport (DFW),MQ 3430,18:21,19:25
2134,Grand Junction [GJT],Dallas Fort Worth Airport (DFW),MQ 3592,16:49,19:26
2135,Columbia [CAE],Dallas Fort Worth Airport (DFW),AA 2028,17:34,22:29
2136,San Francisco [SFO],New York John F. Kennedy Airport (JFK),AS 30,10:25,19:05
2137,Miami [MIA],Dallas Fort Worth Airport (DFW),NK 3157,17:24,19:21
2138,Corpus Christi [CRP],Dallas Fort Worth Airport (DFW),MQ 4166,18:28,19:27
2139,Birmingham [BHM],Dallas Fort Worth Airport (DFW),MQ 3516,17:46,19:27
2140,San Diego [SAN],Dallas Fort Worth Airport (DFW),AA 1939,14:22,18:56
2141,San Diego [SAN],Dallas Fort Worth Airport (DFW),IB 4609,14:22,19:00
2142,San Diego [SAN],Dallas Fort Worth Airport (DFW),BA 5548,14:22,19:00
2143,San Diego [SAN],Dallas Fort Worth Airport (DFW),AS 6059,14:22,19:00
2144,Miami [MIA],Dallas Fort Worth Airport (DFW),F9 2767,17:18,19:25
2145,Miami [MIA],Dallas Fort Worth Airport (DFW),Y4 2358,17:18,19:00
2146,Boston [BOS],Dallas Fort Worth Airport (DFW),AA 969,16:31,19:34
2147,Vantaa [HEL],New York John F. Kennedy Airport (JFK),AA 8985,17:20,
2148,Boston [BOS],Dallas Fort Worth Airport (DFW),QF 3248,16:23,
2149,Toronto [YYZ],Dallas Fort Worth Airport (DFW),UA 8169,17:34,19:17
2150,Waco [ACT],Dallas Fort Worth Airport (DFW),AA 3070,18:31,
2151,Abilene [ABI],Dallas Fort Worth Airport (DFW),AA 4187,18:32,
2152,Seattle [SEA],Dallas Fort Worth Airport (DFW),AS 342,13:46,19:19
2153,Seattle [SEA],Dallas Fort Worth Airport (DFW),IB 712,13:46,19:34
2154,Seattle [SEA],Dallas Fort Worth Airport (DFW),QR 2147,13:46,19:34
2155,Seattle [SEA],Dallas Fort Worth Airport (DFW),TN 2442,13:46,19:34
2156,Orlando [MCO],Dallas Fort Worth Airport (DFW),AA 1309,17:34,
2157,Lawton [LAW],Dallas Fort Worth Airport (DFW),AA 3097,18:31,
2158,Montreal [YUL],Dallas Fort Worth Airport (DFW),AA 1964,17:10,19:37
2159,Sacramento [SMF],Dallas Fort Worth Airport (DFW),AA 2078,14:13,
2160,Santa Fe [SAF],Dallas Fort Worth Airport (DFW),AA 3187,16:46,
2161,Santa Rosa [STS],Dallas Fort Worth Airport (DFW),AA 3393,14:04,
2162,Sacramento [SMF],Dallas Fort Worth Airport (DFW),QR 7976,14:13,
2163,Sacramento [SMF],Dallas Fort Worth Airport (DFW),IB 4622,14:13,
2164,Sacramento [SMF],Dallas Fort Worth Airport (DFW),BA 5671,14:13,
2165,Santa Fe [SAF],Dallas Fort Worth Airport (DFW),QR 9549,16:46,
2166,Santa Fe [SAF],Dallas Fort Worth Airport (DFW),QF 4785,16:46,
2167,Santa Fe [SAF],Dallas Fort Worth Airport (DFW),BA 4754,16:46,
2168,Shreveport [SHV],Dallas Fort Worth Airport (DFW),AA 5623,18:18,
2169,Houston [IAH],Dallas Fort Worth Airport (DFW),UA 2057,18:27,
2170,Phoenix [PHX],Dallas Fort Worth Airport (DFW),AA 1502,15:11,
2171,Shreveport [SHV],Dallas Fort Worth Airport (DFW),QF 4771,18:18,
2172,Shreveport [SHV],Dallas Fort Worth Airport (DFW),BA 5629,18:18,
2173,Fort Hood [GRK],Dallas Fort Worth Airport (DFW),AA 3069,18:26,
2174,Fort Hood [GRK],Dallas Fort Worth Airport (DFW),QR 7909,18:26,
2175,Fort Hood [GRK],Dallas Fort Worth Airport (DFW),GF 6843,18:26,
2176,Fort Hood [GRK],Dallas Fort Worth Airport (DFW),AS 4393,18:26,
2177,Austintown [AUS],Dallas Fort Worth Airport (DFW),AA 1060,18:25,
2178,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),AA 2543,14:49,19:25
2179,Tyler [TYR],Dallas Fort Worth Airport (DFW),AA 3202,18:33,
2180,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),IB 4457,14:50,
2181,Los Angeles [LAX],Dallas Fort Worth Airport (DFW),TN 1196,14:50,
2182,Austintown [AUS],Dallas Fort Worth Airport (DFW),QR 7970,18:25,
2183,Austintown [AUS],Dallas Fort Worth Airport (DFW),QF 4414,18:25,
2184,Austintown [AUS],Dallas Fort Worth Airport (DFW),IB 4595,18:25,
2185,Austintown [AUS],Dallas Fort Worth Airport (DFW),BA 1684,18:25,
2186,Austintown [AUS],Dallas Fort Worth Airport (DFW),AS 4169,18:25,
2187,Santa Ana [SNA],Dallas Fort Worth Airport (DFW),AA 2861,14:34,
2188,Hot Springs [HOT],Dallas Fort Worth Airport (DFW),9X 9426,17:50,19:41
2189,New Orleans [MSY],Dallas Fort Worth Airport (DFW),AA 2156,17:53,
2190,San Antonio Heights [SAT],Dallas Fort Worth Airport (DFW),AA 2348,18:25,
2191,Durango [DRO],Dallas Fort Worth Airport (DFW),AA 4929,16:34,
2192,Fort Smith [FSM],Dallas Fort Worth Airport (DFW),AA 4950,18:24,
2193,Tallahassee [TLH],Dallas Fort Worth Airport (DFW),AA 3892,18:09,
2194,San Antonio Heights [SAT],Dallas Fort Worth Airport (DFW),AS 6740,18:25,
2195,San Antonio Heights [SAT],Dallas Fort Worth Airport (DFW),BA 6588,18:25,
2196,San Antonio Heights [SAT],Dallas Fort Worth Airport (DFW),GF 6832,18:25,
2197,San Antonio Heights [SAT],Dallas Fort Worth Airport (DFW),IB 4501,18:25,
2198,San Antonio Heights [SAT],Dallas Fort Worth Airport (DFW),QF 4458,18:25,
2199,New Orleans [MSY],Dallas Fort Worth Airport (DFW),QR 2370,17:53,
2200,New Orleans [MSY],Dallas Fort Worth Airport (DFW),QF 4824,17:53,
2201,New Orleans [MSY],Dallas Fort Worth Airport (DFW),IB 4602,17:53,
2202,New Orleans [MSY],Dallas Fort Worth Airport (DFW),BA 5067,17:53,
2203,New Orleans [MSY],Dallas Fort Worth Airport (DFW),AS 4747,17:53,
2204,Ontario [ONT],Dallas Fort Worth Airport (DFW),AA 2635,14:40,
2205,Colorado Springs [COS],Dallas Fort Worth Airport (DFW),AA 3223,16:44,
2206,Lake Charles [LCH],Dallas Fort Worth Airport (DFW),AA 4965,18:15,
2207,San Angelo [SJT],Dallas Fort Worth Airport (DFW),AA 4997,18:27,
2208,San Francisco [SFO],Dallas Fort Worth Airport (DFW),F9 2710,15:08,20:00
2209,Dallas [DFW],New York John F. Kennedy Airport (JFK),AY 4058,14:54,19:02
2210,Colorado Springs [COS],Dallas Fort Worth Airport (DFW),QR 2334,16:44,
2211,Colorado Springs [COS],Dallas Fort Worth Airport (DFW),QF 4162,16:44,
2212,Colorado Springs [COS],Dallas Fort Worth Airport (DFW),IB 4649,16:44,
2213,Colorado Springs [COS],Dallas Fort Worth Airport (DFW),BA 1847,16:44,
2214,Colorado Springs [COS],Dallas Fort Worth Airport (DFW),QR 2308,16:44,
2215,Corpus Christi [CRP],Dallas Fort Worth Airport (DFW),N4 40BC,18:00,19:43
2216,El Paso [ELP],Dallas Fort Worth Airport (DFW),AA 1681,16:54,
2217,Portland [PDX],Dallas Fort Worth Airport (DFW),AA 2496,14:00,
2218,Las Vegas [LAS],Dallas Fort Worth Airport (DFW),AA 777,14:55,
2219,Portland [PDX],Dallas Fort Worth Airport (DFW),QR 2624,14:00,
2220,Portland [PDX],Dallas Fort Worth Airport (DFW),IB 4605,14:00,
2221,Portland [PDX],Dallas Fort Worth Airport (DFW),GF 4308,14:00,
2222,Portland [PDX],Dallas Fort Worth Airport (DFW),BA 5369,14:00,
2223,Louisville [SDF],Dallas Fort Worth Airport (DFW),AA 2356,18:21,
2224,Salt Lake City [SLC],Dallas Fort Worth Airport (DFW),AA 2457,16:02,
2225,Salt Lake City [SLC],Dallas Fort Worth Airport (DFW),QR 9402,16:02,
2226,Salt Lake City [SLC],Dallas Fort Worth Airport (DFW),QF 4612,16:02,
2227,Salt Lake City [SLC],Dallas Fort Worth Airport (DFW),IB 4698,16:02,
2228,Salt Lake City [SLC],Dallas Fort Worth Airport (DFW),BA 5665,16:02,
2229,Denver City [DEN],Dallas Fort Worth Airport (DFW),AA 1832,16:47,
2230,Dayton [DAY],Dallas Fort Worth Airport (DFW),AA 5300,17:58,
2231,Oklahoma City [OKC],Dallas Fort Worth Airport (DFW),AA 1594,18:40,
2232,Houston [HOU],Dallas Fort Worth Airport (DFW),AA 4840,18:24,
2233,Oklahoma City [OKC],Dallas Fort Worth Airport (DFW),QF 3201,18:40,
2234,Oklahoma City [OKC],Dallas Fort Worth Airport (DFW),IB 4482,18:40,
2235,Oklahoma City [OKC],Dallas Fort Worth Airport (DFW),GF 4140,18:40,
2236,Oklahoma City [OKC],Dallas Fort Worth Airport (DFW),BA 5094,18:40,
2237,Oklahoma City [OKC],Dallas Fort Worth Airport (DFW),AS 6773,18:40,
2238,Alexandria [AEX],Dallas Fort Worth Airport (DFW),AA 3284,18:22,
2239,Amarillo [AMA],Dallas Fort Worth Airport (DFW),AA 3494,18:31,
2240,Amarillo [AMA],Dallas Fort Worth Airport (DFW),QR 9216,18:31,
2241,Amarillo [AMA],Dallas Fort Worth Airport (DFW),QF 3269,18:31,
2242,Amarillo [AMA],Dallas Fort Worth Airport (DFW),IB 4644,18:31,
2243,Amarillo [AMA],Dallas Fort Worth Airport (DFW),GF 6841,18:31,
2244,Amarillo [AMA],Dallas Fort Worth Airport (DFW),BA 1663,18:31,
2245,Amarillo [AMA],Dallas Fort Worth Airport (DFW),AS 6838,18:31,
2246,Boise [BOI],Dallas Fort Worth Airport (DFW),AA 2944,15:45,
2247,Columbia [COU],Dallas Fort Worth Airport (DFW),AA 3583,18:01,
2248,Boise [BOI],Dallas Fort Worth Airport (DFW),QR 2424,15:45,
2249,Boise [BOI],Dallas Fort Worth Airport (DFW),QF 3301,15:45,
2250,Boise [BOI],Dallas Fort Worth Airport (DFW),IB 4401,15:45,
2251,Boise [BOI],Dallas Fort Worth Airport (DFW),AS 6306,15:45,
2252,Nashville [BNA],Dallas Fort Worth Airport (DFW),AA 2244,17:36,
2253,Knoxville [TYS],Dallas Fort Worth Airport (DFW),AA 2542,18:21,
2254,St Louis [STL],Dallas Fort Worth Airport (DFW),AA 2901,19:17,
2255,College Station [CLL],Dallas Fort Worth Airport (DFW),AA 3435,18:38,
2256,Lubbock [LBB],Dallas Fort Worth Airport (DFW),AA 489,18:30,
2257,Tulsa [TUL],Dallas Fort Worth Airport (DFW),AA 557,18:29,
2258,Nashville [BNA],Dallas Fort Worth Airport (DFW),QR 2403,17:36,
2259,Nashville [BNA],Dallas Fort Worth Airport (DFW),QF 4355,17:36,
2260,Nashville [BNA],Dallas Fort Worth Airport (DFW),GF 4283,17:36,
2261,Nashville [BNA],Dallas Fort Worth Airport (DFW),BA 1704,17:36,
2262,Nashville [BNA],Dallas Fort Worth Airport (DFW),AS 4479,17:36,
2263,Tulsa [TUL],Dallas Fort Worth Airport (DFW),QF 4470,18:29,
2264,Tulsa [TUL],Dallas Fort Worth Airport (DFW),IB 4623,18:29,
2265,Tulsa [TUL],Dallas Fort Worth Airport (DFW),BA 5716,18:29,
2266,Tulsa [TUL],Dallas Fort Worth Airport (DFW),AS 6164,18:29,
2267,San Juan [SJU],Dallas Fort Worth Airport (DFW),AA 2434,15:31,19:39
2268,San Jose [SJC],Dallas Fort Worth Airport (DFW),AA 2834,14:21,
2269,Evansville [EVV],Dallas Fort Worth Airport (DFW),AA 3331,17:36,
2270,San Juan [SJU],Dallas Fort Worth Airport (DFW),QR 7957,15:31,19:39
2271,San Juan [SJU],Dallas Fort Worth Airport (DFW),AS 4512,15:31,19:39
2272,Evansville [EVV],Dallas Fort Worth Airport (DFW),QR 7889,17:36,
2273,Evansville [EVV],Dallas Fort Worth Airport (DFW),QR 2785,17:36,
2274,Greensboro [GSO],Dallas Fort Worth Airport (DFW),AA 1350,17:45,
2275,Fayetteville [XNA],Dallas Fort Worth Airport (DFW),AA 3602,18:26,
2276,Greensboro [GSO],Dallas Fort Worth Airport (DFW),QR 9448,17:45,
2277,Greensboro [GSO],Dallas Fort Worth Airport (DFW),QF 3246,17:45,
2278,Greensboro [GSO],Dallas Fort Worth Airport (DFW),AS 4586,17:45,
2279,Washington DC [DCA],Dallas Fort Worth Airport (DFW),AA 231,17:18,
2280,Seattle [SEA],Dallas Fort Worth Airport (DFW),AA 2769,13:58,19:38
2281,Palm Springs [PSP],Dallas Fort Worth Airport (DFW),AA 2673,14:56,
2282,Seattle [SEA],Dallas Fort Worth Airport (DFW),QR 7871,13:58,19:38
2283,Seattle [SEA],Dallas Fort Worth Airport (DFW),IB 4694,13:58,19:38
2284,Seattle [SEA],Dallas Fort Worth Airport (DFW),GF 4110,13:58,19:38
2285,Seattle [SEA],Dallas Fort Worth Airport (DFW),BA 5587,13:58,19:38
2286,Palm Springs [PSP],Dallas Fort Worth Airport (DFW),QR 9620,14:56,
2287,Palm Springs [PSP],Dallas Fort Worth Airport (DFW),QF 4753,14:56,
2288,Palm Springs [PSP],Dallas Fort Worth Airport (DFW),BA 5501,14:56,
2289,Tyler [TYR],Dallas Fort Worth Airport (DFW),MR A655,19:41,19:55
2290,Charlotte [CLT],Dallas Fort Worth Airport (DFW),AA 1571,18:00,
2291,Des Moines [DSM],Dallas Fort Worth Airport (DFW),AA 1664,17:51,19:28
2292,Madison [MSN],Dallas Fort Worth Airport (DFW),AA 1736,17:27,
2293,Tucson [TUS],Dallas Fort Worth Airport (DFW),AA 584,15:40,
2294,Charlotte [CLT],Dallas Fort Worth Airport (DFW),AS 6675,18:00,
2295,Charlotte [CLT],Dallas Fort Worth Airport (DFW),BA 1776,18:00,
2296,Charlotte [CLT],Dallas Fort Worth Airport (DFW),GF 4198,18:00,
2297,Charlotte [CLT],Dallas Fort Worth Airport (DFW),MH 9505,18:00,
2298,Charlotte [CLT],Dallas Fort Worth Airport (DFW),QF 4140,18:00,
2299,Charlotte [CLT],Dallas Fort Worth Airport (DFW),QR 2852,18:00,
2300,Des Moines [DSM],Dallas Fort Worth Airport (DFW),QR 9394,17:51,19:28
2301,Des Moines [DSM],Dallas Fort Worth Airport (DFW),QF 4773,17:51,19:28
2302,Des Moines [DSM],Dallas Fort Worth Airport (DFW),IB 4736,17:51,19:28
2303,Des Moines [DSM],Dallas Fort Worth Airport (DFW),AS 4124,17:51,19:28
2304,Madison [MSN],Dallas Fort Worth Airport (DFW),QR 2337,17:27,
2305,Madison [MSN],Dallas Fort Worth Airport (DFW),QF 4422,17:27,
2306,Reno [RNO],Dallas Fort Worth Airport (DFW),AA 1923,14:43,
2307,Laredo [LRD],Dallas Fort Worth Airport (DFW),AA 3617,18:23,
2308,Corpus Christi [CRP],Dallas Fort Worth Airport (DFW),AA 4166,18:28,
2309,Midland [MAF],Dallas Fort Worth Airport (DFW),AA 3869,18:35,19:46
2310,Midland [MAF],Dallas Fort Worth Airport (DFW),QF 3043,18:35,19:46
2311,Midland [MAF],Dallas Fort Worth Airport (DFW),IB 4682,18:35,19:46
2312,Midland [MAF],Dallas Fort Worth Airport (DFW),BA 4852,18:35,19:46
2313,Midland [MAF],Dallas Fort Worth Airport (DFW),AS 6794,18:35,19:46
2314,Corpus Christi [CRP],Dallas Fort Worth Airport (DFW),QF 3005,18:28,
2315,Corpus Christi [CRP],Dallas Fort Worth Airport (DFW),IB 4274,18:28,
2316,Corpus Christi [CRP],Dallas Fort Worth Airport (DFW),GF 4149,18:28,
2317,Corpus Christi [CRP],Dallas Fort Worth Airport (DFW),BA 1832,18:28,
2318,Corpus Christi [CRP],Dallas Fort Worth Airport (DFW),AS 4506,18:28,
2319,Laredo [LRD],Dallas Fort Worth Airport (DFW),QR 7987,18:23,
2320,Laredo [LRD],Dallas Fort Worth Airport (DFW),IB 4681,18:23,
2321,Laredo [LRD],Dallas Fort Worth Airport (DFW),GF 4299,18:23,
2322,Laredo [LRD],Dallas Fort Worth Airport (DFW),AS 4538,18:23,
2323,Reno [RNO],Dallas Fort Worth Airport (DFW),QR 2635,14:43,
2324,Reno [RNO],Dallas Fort Worth Airport (DFW),QF 4475,14:43,
2325,Reno [RNO],Dallas Fort Worth Airport (DFW),IB 4776,14:43,
2326,Reno [RNO],Dallas Fort Worth Airport (DFW),BA 6539,14:43,
2327,Kansas City [MCI],Dallas Fort Worth Airport (DFW),AA 1407,18:11,
2328,Grand Junction [GJT],Dallas Fort Worth Airport (DFW),AA 3592,16:49,
2329,Monroe [MLU],Dallas Fort Worth Airport (DFW),AA 3623,18:29,
2330,Kansas City [MCI],Dallas Fort Worth Airport (DFW),QF 4384,18:11,
2331,Kansas City [MCI],Dallas Fort Worth Airport (DFW),IB 4468,18:11,
2332,Kansas City [MCI],Dallas Fort Worth Airport (DFW),BA 4887,18:11,
2333,Kansas City [MCI],Dallas Fort Worth Airport (DFW),AS 6158,18:11,
2334,Monroe [MLU],Dallas Fort Worth Airport (DFW),QR 2793,18:29,
2335,Monroe [MLU],Dallas Fort Worth Airport (DFW),QF 4626,18:29,
2336,Grand Junction [GJT],Dallas Fort Worth Airport (DFW),QR 7883,16:49,
2337,Grand Junction [GJT],Dallas Fort Worth Airport (DFW),QF 4193,16:49,
2338,Grand Junction [GJT],Dallas Fort Worth Airport (DFW),BA 4413,16:49,
2339,Lubbock [LBB],Dallas Fort Worth Airport (DFW),A8 1745,19:45,21:00
2340,Cleveland [CLE],Dallas Fort Worth Airport (DFW),AA 2336,18:59,20:38
2341,Minneapolis [MSP],Dallas Fort Worth Airport (DFW),AA 2406,18:23,
2342,Monterrey [MTY],Dallas Fort Worth Airport (DFW),AA 3625,18:16,
2343,Cleveland [CLE],Dallas Fort Worth Airport (DFW),QR 2414,18:59,20:38
2344,Cleveland [CLE],Dallas Fort Worth Airport (DFW),GF 4203,18:59,20:38
2345,Monterrey [MTY],Dallas Fort Worth Airport (DFW),JL 7215,18:16,
2346,Monterrey [MTY],Dallas Fort Worth Airport (DFW),BA 5358,18:16,
2347,Baton Rouge [BTR],Dallas Fort Worth Airport (DFW),MQ 3695,19:56,21:03
2348,Springfield [SGF],Dallas Fort Worth Airport (DFW),AA 3046,19:29,
2349,Providenciales [PLS],Dallas Fort Worth Airport (DFW),AA 2383,17:47,
2350,New York [LGA],Dallas Fort Worth Airport (DFW),AA 541,18:00,
2351,Lubbock [LBB],Dallas Fort Worth Airport (DFW),MQ 3553,20:23,21:05
2352,El Paso [ELP],Dallas Fort Worth Airport (DFW),MQ 3771,18:52,21:05
2353,Laredo [LRD],Dallas Fort Worth Airport (DFW),5X 791,20:06,21:08
2354,Chattanooga [CHA],Dallas Fort Worth Airport (DFW),MQ 3519,20:10,21:09
2355,Pittsburgh [PIT],Dallas Fort Worth Airport (DFW),AA 1868,19:00,21:10
2356,Amarillo [AMA],Dallas Fort Worth Airport (DFW),A8 1721,19:45,21:10
2357,Gulfport [GPT],Dallas Fort Worth Airport (DFW),MQ 3548,19:47,21:10
2358,New York [JFK],Dallas Fort Worth Airport (DFW),DL 557,18:10,20:25
2359,Charlotte [CLT],Dallas Fort Worth Airport (DFW),AA 2602,19:14,
2360,New York [JFK],Dallas Fort Worth Airport (DFW),AF 2854,18:10,20:18
2361,New York [JFK],Dallas Fort Worth Airport (DFW),AM 3685,18:10,20:18
